unified_id,SDCS,STATE_CODE_001,COUNTY_CODE_003,HIGHWAY_DISTRICT_002,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,BASE_HWY_NETWORK_012,TOLL_020,MAINTENANCE_021,FUNCTIONAL_CLASS_026,DESIGN_LOAD_031,MEDIAN_CODE_033,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,VERT_CLR_UND_REF_054A,LAT_UND_REF_055A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,OPR_RATING_METH_063,INV_RATING_METH_065,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,NATIONAL_NETWORK_110,PIER_PROTECTION_111,SCOUR_CRITICAL_113,LOWEST_RATING,PRE_CODE_ERA,WAS_RECONSTRUCTED,NFHL_FLD_ZONE,NFHL_SFHA
"('79821000', '(46.64719444, -123.6418889)')",4.0,48,22,4.0,4,2,1,3,-999.0,12,6.0,1,1,2,1,1,1,4,1,1,2,6,6,13,2,2,8.0,8.0,9.0,5.0,3.0,3.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,8,1,2,8.0,1.0
"('79827000', '(46.63905278, -122.7717389)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,1.0,1,1,1,1,1,1,4,1,1,2,6,2,2,2,2,8.0,8.0,7.0,7.0,1.0,1.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,4,7,2,2,-999.0,-999.0
"('79830000', '(48.97786111, -122.2540139)')",4.0,48,36,1.0,4,2,1,3,-999.0,11,3.0,1,1,2,1,1,1,4,1,1,2,6,2,2,2,2,7.0,7.0,6.0,8.0,3.0,3.0,6.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,6,2,2,2.0,2.0
"('79841000', '(46.64551944, -123.2620083)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,4.0,1,1,2,2,1,2,4,1,1,2,6,2,18,2,2,9.0,9.0,9.0,8.0,-999.0,-999.0,7.0,7.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,9,2,2,-999.0,-999.0
"('79845000', '(47.15581944, -122.5231361)')",4.0,48,25,3.0,5,2,2,3,-999.0,4,4.0,1,1,1,1,1,1,5,1,1,6,6,6,18,2,2,8.0,8.0,8.0,8.0,3.0,3.0,8.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,10,7,1,1,1,-999.0,6,8,2,2,8.0,1.0
"('79847000', '(46.73594444, -123.0205806)')",4.0,48,18,4.0,4,2,1,3,-999.0,10,4.0,1,1,1,1,2,1,4,1,1,2,6,3,20,2,2,7.0,7.0,8.0,7.0,1.0,1.0,7.0,6.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,4,7,2,2,-999.0,-999.0
"('79848000', '(47.33938889, -122.652675)')",4.0,48,25,3.0,4,2,2,3,-999.0,4,3.0,1,1,1,1,1,1,4,1,1,6,6,3,2,2,2,8.0,8.0,6.0,8.0,3.0,3.0,6.0,5.0,-999.0,6,8,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,1,1,-999.0,6,6,2,2,2.0,2.0
"('79854000', '(48.55168889, -121.863225)')",4.0,48,27,1.0,4,2,1,3,-999.0,10,6.0,1,1,2,1,2,2,4,1,1,2,6,6,18,2,2,8.0,8.0,8.0,6.0,3.0,3.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,2,7,1,1,1,-999.0,6,8,2,2,-999.0,-999.0
"('79865000', '(48.11619444, -123.1503889)')",4.0,48,39,3.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,4,1,1,6,6,8,13,2,2,6.0,8.0,6.0,8.0,3.0,3.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,4,6,1,2,2.0,2.0
"('79892000', '(48.19895556, -122.2651444)')",4.0,48,29,1.0,4,2,1,3,-999.0,11,3.0,1,1,2,2,2,1,4,1,1,2,6,5,13,2,2,7.0,7.0,7.0,7.0,1.0,1.0,7.0,4.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,2,2,8.0,1.0
"('79909000', '(47.86327778, -121.48725)')",4.0,48,29,1.0,4,2,1,3,-999.0,10,1.0,1,1,2,2,2,2,4,1,1,2,6,6,18,2,2,7.0,7.0,6.0,6.0,1.0,1.0,6.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,10,7,1,1,1,-999.0,4,6,2,2,8.0,1.0
"('79913000', '(47.500625, -123.7847222)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,5,1,1,2,6,2,2,2,2,8.0,8.0,8.0,9.0,1.0,1.0,8.0,8.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,3,3,7,1,2,1,-999.0,9,8,1,2,5.0,1.0
"('79916000', '(45.86805556, -121.6322222)')",4.0,48,28,4.0,4,2,1,3,-999.0,12,6.0,1,1,1,1,1,1,4,1,1,2,6,6,13,2,2,8.0,9.0,9.0,9.0,1.0,1.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,1,1,-999.0,6,8,2,2,8.0,1.0
"('79925000', '(46.90181944, -123.0240417)')",4.0,48,32,3.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,4,1,1,2,6,3,2,2,2,7.0,8.0,7.0,8.0,1.0,1.0,7.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,2,2,8.0,1.0
"('79929000', '(45.8562, -122.5198167)')",4.0,48,2,4.0,4,2,1,3,-999.0,10,3.0,1,1,1,1,1,1,4,1,7,2,6,2,2,2,2,7.0,7.0,7.0,7.0,-999.0,-999.0,6.0,3.0,-999.0,4,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,2,2,8.0,1.0
"('79940000', '(46.98833333, -123.4088889)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,4.0,1,1,1,1,1,1,4,1,1,2,10,3,2,2,2,7.0,7.0,7.0,8.0,1.0,1.0,7.0,6.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,13,7,2,2,1.0,2.0
"('79941000', '(46.99291667, -123.4041667)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,4.0,1,1,1,1,1,1,4,1,1,2,6,3,2,2,2,8.0,8.0,7.0,9.0,1.0,1.0,7.0,6.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,4,7,2,2,1.0,2.0
"('79954000', '(47.07105556, -124.16775)')",4.0,48,10,3.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,1,6,6,6,2,2,2,7.0,7.0,6.0,8.0,1.0,1.0,6.0,6.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,2,1,1,1,-999.0,4,6,1,2,2.0,2.0
"('79942000', '(48.13388889, -124.6007778)')",4.0,48,39,3.0,4,2,1,3,-999.0,10,1.0,1,1,1,1,1,1,5,1,1,6,6,8,13,2,2,7.0,7.0,5.0,7.0,2.0,2.0,5.0,5.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,8,1,1,1,-999.0,4,5,2,2,1.0,2.0
"('79958000', '(48.55488889, -122.2896944)')",4.0,48,27,1.0,4,2,1,3,-999.0,11,6.0,1,1,2,2,2,2,4,1,1,2,6,6,13,2,2,7.0,8.0,8.0,7.0,3.0,3.0,8.0,6.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,1,2,-999.0,-999.0
"('79962000', '(46.54472222, -123.523)')",4.0,48,22,4.0,4,2,1,3,-999.0,11,1.0,1,1,1,1,1,1,5,1,1,2,6,2,12,2,2,-999.0,-999.0,-999.0,8.0,3.0,3.0,6.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,11,11,7,10,1,-999.0,6,6,2,2,8.0,1.0
"('79963000', '(48.12875, -124.6049444)')",4.0,48,39,3.0,4,1,1,3,-999.0,12,6.0,1,1,1,1,1,1,5,1,1,6,6,8,13,2,2,8.0,8.0,9.0,8.0,2.0,2.0,8.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,7,1,1,1,-999.0,6,8,1,2,1.0,2.0
"('79967000', '(48.0325, -122.7783333)')",4.0,48,13,3.0,4,5,1,3,-999.0,12,1.0,1,1,1,1,1,1,4,1,1,6,6,2,2,2,2,7.0,7.0,7.0,9.0,1.0,1.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,2,2,2.0,2.0
"('79969000', '(47.24666667, -122.9266667)')",4.0,48,20,3.0,4,2,1,3,-999.0,10,4.0,1,1,1,1,1,2,4,2,1,6,6,7,13,2,2,4.0,7.0,6.0,8.0,3.0,3.0,5.0,3.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,12,4,2,2,-999.0,1.0
"('79979000', '(47.58813889, -122.024425)')",4.0,48,14,1.0,4,2,1,3,-999.0,6,6.0,1,1,2,1,2,2,5,1,1,2,6,8,13,2,2,7.0,7.0,6.0,9.0,-999.0,-999.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,5,2,1,2,1,-999.0,6,6,2,2,8.0,1.0
"('79994000', '(45.76636667, -122.4311667)')",4.0,48,2,4.0,4,2,1,3,-999.0,12,6.0,1,1,2,2,2,2,4,1,1,2,6,2,13,2,2,9.0,8.0,8.0,8.0,-999.0,-999.0,8.0,6.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,9,8,2,2,1.0,2.0
"('79968000', '(47.50953056, -122.2714722)')",4.0,48,14,1.0,5,2,1,3,-999.0,7,6.0,1,1,1,1,1,1,4,3,1,6,2,4,17,1,1,8.0,7.0,7.0,-999.0,-999.0,-999.0,7.0,6.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,7,4,1,8,1,-999.0,11,7,2,2,8.0,1.0
"('79996000', '(48.73151111, -122.6702694)')",4.0,48,36,1.0,4,2,1,1,-999.0,10,5.0,1,1,1,1,1,1,4,1,8,2,6,4,17,2,2,8.0,6.0,7.0,6.0,1.0,1.0,6.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,2,9,7,1,1,1,-999.0,6,6,2,2,2.0,2.0
"('79997000', '(48.73151111, -122.6702694)')",4.0,48,36,1.0,4,2,1,1,-999.0,10,5.0,1,1,1,1,1,1,4,1,7,6,6,8,13,2,2,6.0,6.0,6.0,9.0,3.0,3.0,3.0,3.0,-999.0,4,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,2,1,2,9,8,1,1,1,-999.0,6,6,2,2,2.0,2.0
"('79998000', '(47.16626667, -122.5419278)')",4.0,48,25,3.0,5,2,1,3,-999.0,5,3.0,1,1,1,1,1,1,5,1,7,6,6,8,13,2,2,9.0,7.0,6.0,8.0,2.0,2.0,5.0,3.0,-999.0,1,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,6,6,2,2,2.0,2.0
"('80002000', '(46.9887, -123.4247833)')",4.0,48,10,3.0,4,2,1,3,-999.0,11,4.0,1,1,1,1,1,1,4,1,1,2,6,6,2,2,2,8.0,8.0,6.0,8.0,1.0,1.0,6.0,5.0,-999.0,6,6,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,9,6,2,2,1.0,2.0
"('80013000', '(48.72036944, -122.6815083)')",4.0,48,36,1.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,4,1,8,2,6,4,17,2,2,7.0,8.0,8.0,8.0,-999.0,-999.0,6.0,3.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,9,7,1,1,1,-999.0,6,7,1,2,7.0,2.0
"('80012000', '(48.72036944, -122.6815083)')",4.0,48,36,1.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,4,1,8,2,6,6,18,2,2,6.0,6.0,6.0,9.0,-999.0,-999.0,6.0,3.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,3,2,1,1,1,-999.0,6,6,1,2,7.0,2.0
"('80015000', '(47.95947222, -124.3528611)')",4.0,48,39,3.0,4,2,1,3,-999.0,11,6.0,1,1,1,1,1,1,5,1,1,6,6,2,2,2,2,8.0,8.0,8.0,8.0,3.0,3.0,8.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,4,8,2,2,8.0,1.0
"('80018000', '(47.50748333, -122.2870056)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,5.0,3,1,1,1,1,1,4,3,1,6,2,3,18,1,1,5.0,6.0,7.0,-999.0,-999.0,-999.0,6.0,3.0,8.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,7,1,6,1,-999.0,11,5,2,2,8.0,1.0
"('80024000', '(47.50380556, -121.9040833)')",4.0,48,14,1.0,4,1,1,3,-999.0,12,4.0,1,1,1,3,3,3,4,1,1,2,6,2,16,2,2,6.0,6.0,6.0,7.0,-999.0,-999.0,5.0,4.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,6,6,2,2,1.0,2.0
"('80025000', '(47.50761111, -122.2845278)')",4.0,48,14,1.0,5,2,2,3,-999.0,4,3.0,3,2,2,2,2,2,4,3,1,6,3,5,13,3,3,7.0,7.0,7.0,-999.0,-999.0,-999.0,7.0,3.0,5.0,6,11,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,6,6,1,1,-999.0,11,7,2,2,8.0,1.0
"('80026000', '(48.29133056, -122.2732861)')",4.0,48,29,1.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,2,1,4,1,7,2,6,8,13,2,2,7.0,7.0,6.0,8.0,2.0,2.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,8,1,1,1,-999.0,6,6,1,2,8.0,1.0
"('80029000', '(47.94406944, -121.8946306)')",4.0,48,29,1.0,4,2,1,3,-999.0,10,3.0,1,1,2,2,2,2,4,1,1,2,6,2,16,2,2,7.0,7.0,7.0,7.0,1.0,1.0,7.0,4.0,-999.0,6,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,1,1,-999.0,6,7,2,2,8.0,1.0
"('80031000', '(47.42148889, -122.5418639)')",4.0,48,15,3.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,4,1,1,6,6,6,2,2,2,7.0,7.0,7.0,9.0,-999.0,-999.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,8,7,2,2,2.0,2.0
"('80042000', '(48.46795278, -122.278)')",4.0,48,27,1.0,4,2,1,3,-999.0,11,6.0,1,1,2,2,2,2,4,1,1,2,6,2,18,2,2,7.0,7.0,8.0,9.0,3.0,3.0,7.0,3.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,7,2,2,-999.0,-999.0
"('80035000', '(47.94927222, -122.1617583)')",4.0,48,29,1.0,4,2,1,3,-999.0,10,6.0,1,1,2,1,1,1,4,1,1,6,6,7,13,2,2,7.0,8.0,7.0,7.0,1.0,1.0,7.0,6.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,1,2,2.0,2.0
"('80053000', '(46.37805556, -122.9144444)')",4.0,48,4,4.0,4,2,1,3,-999.0,11,2.0,1,1,1,1,1,1,5,1,7,2,6,3,2,2,2,7.0,7.0,7.0,7.0,1.0,1.0,6.0,6.0,-999.0,4,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,9,7,2,2,8.0,1.0
"('80059000', '(46.63674444, -122.7822472)')",4.0,48,18,4.0,4,2,1,3,-999.0,12,6.0,1,1,2,1,2,2,4,1,1,2,6,3,2,2,2,7.0,7.0,8.0,9.0,1.0,1.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,8,7,1,2,-999.0,-999.0
"('80050000', '(46.55491667, -122.5380833)')",4.0,48,18,4.0,3,2,1,3,-999.0,10,3.0,1,1,1,2,2,2,4,1,1,6,6,5,13,2,2,8.0,8.0,8.0,5.0,1.0,1.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,9,8,2,2,-999.0,-999.0
"('80067000', '(46.99055556, -122.79685)')",4.0,48,32,3.0,4,2,2,3,-999.0,4,6.0,1,1,1,1,1,1,4,3,1,6,3,3,18,3,3,6.0,6.0,6.0,-999.0,1.0,1.0,6.0,3.0,5.0,6,11,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,2,1,2,2,1,1,1,-999.0,11,6,2,2,8.0,1.0
"('80069000', '(47.07277778, -124.0386111)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,3.0,1,1,1,1,1,1,4,1,7,2,10,8,13,2,2,4.0,5.0,4.0,9.0,-999.0,-999.0,3.0,3.0,-999.0,4,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,9,7,1,1,1,-999.0,6,4,2,2,1.0,2.0
"('80082000', '(46.98222222, -123.4127778)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,6.0,1,1,2,2,2,2,4,1,1,2,6,6,13,2,2,7.0,8.0,8.0,8.0,1.0,1.0,8.0,6.0,-999.0,6,9,4,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,7,7,1,2,1.0,2.0
"('80071000', '(47.07198611, -124.0435833)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,4.0,1,1,1,1,1,1,4,1,1,2,6,2,16,2,2,8.0,7.0,5.0,9.0,1.0,1.0,5.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,13,5,2,2,1.0,2.0
"('80070000', '(47.072, -124.0427778)')",4.0,48,10,3.0,4,2,1,3,-999.0,10,4.0,1,1,1,1,1,1,4,1,1,2,10,2,16,2,2,7.0,7.0,6.0,9.0,1.0,1.0,6.0,4.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,6,6,2,2,1.0,2.0
"('80089000', '(46.55408333, -123.3609167)')",4.0,48,22,4.0,4,2,1,3,-999.0,12,6.0,1,1,2,1,1,1,4,1,1,2,6,6,18,2,2,8.0,8.0,8.0,6.0,3.0,3.0,8.0,7.0,-999.0,6,9,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,2,1,-999.0,6,8,1,2,8.0,1.0
"('80096000', '(48.55269444, -122.2956111)')",4.0,48,27,1.0,4,2,1,3,-999.0,10,6.0,1,1,2,2,2,2,4,1,1,2,6,6,13,2,2,5.0,7.0,8.0,9.0,3.0,3.0,7.0,6.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,5,2,2,-999.0,-999.0
"('80084000', '(48.13497222, -124.6237222)')",4.0,48,39,3.0,4,2,1,3,-999.0,10,6.0,1,1,1,1,1,1,5,1,1,6,6,6,2,2,2,8.0,9.0,8.0,9.0,1.0,1.0,7.0,7.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,8,2,2,1.0,2.0
"('80123000', '(46.89617778, -122.94725)')",4.0,48,32,3.0,3,2,1,3,-999.0,10,6.0,1,1,2,1,2,1,4,1,1,2,6,3,2,2,2,8.0,8.0,8.0,9.0,-999.0,-999.0,7.0,6.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,13,8,2,2,8.0,1.0
"('80114000', '(46.99500278, -122.3075833)')",4.0,48,25,3.0,4,2,1,3,-999.0,10,3.0,1,1,2,2,2,2,4,1,1,6,6,2,2,2,2,8.0,8.0,7.0,9.0,3.0,3.0,7.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,13,7,2,2,2.0,2.0
"('80128000', '(47.94644444, -122.1800639)')",4.0,48,29,1.0,5,2,1,3,-999.0,6,3.0,1,1,2,1,1,1,5,1,7,6,6,6,18,2,2,7.0,7.0,7.0,9.0,-999.0,-999.0,3.0,3.0,-999.0,1,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,1,1,-999.0,9,7,2,2,2.0,2.0
"('80126000', '(48.979925, -122.4292528)')",4.0,48,36,1.0,4,2,1,3,-999.0,12,5.0,1,1,1,1,1,1,4,1,7,2,6,2,16,2,2,7.0,7.0,6.0,8.0,3.0,3.0,6.0,6.0,-999.0,5,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,10,7,1,1,1,-999.0,13,6,2,2,8.0,1.0
"('80133000', '(46.3875, -123.0558333)')",4.0,48,4,4.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,7,2,6,2,2,2,2,6.0,6.0,6.0,6.0,1.0,1.0,3.0,7.0,-999.0,1,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,1,1,1,1,-999.0,5,6,2,2,1.0,2.0
"('80135000', '(48.98604722, -122.2898417)')",4.0,48,36,1.0,4,2,1,3,-999.0,12,5.0,1,1,1,1,1,1,4,1,1,2,6,2,16,2,2,8.0,8.0,6.0,9.0,3.0,3.0,6.0,5.0,-999.0,6,9,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,6,6,2,2,1.0,2.0
"('80152000', '(48.37037778, -122.3091)')",4.0,48,27,1.0,4,2,1,3,-999.0,12,6.0,1,1,2,2,2,2,4,1,1,2,6,8,17,2,2,6.0,8.0,7.0,9.0,2.0,2.0,7.0,8.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,9,8,1,1,1,-999.0,6,6,1,2,-999.0,-999.0
"('80161000', '(45.7731, -122.4460333)')",4.0,48,2,4.0,4,2,1,3,-999.0,11,6.0,1,1,1,1,1,1,4,1,1,2,6,6,13,2,2,8.0,8.0,8.0,8.0,-999.0,-999.0,8.0,3.0,-999.0,6,7,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,9,8,2,2,8.0,1.0
"('80150000', '(45.77366111, -122.4406333)')",4.0,48,2,4.0,4,2,1,3,-999.0,11,3.0,1,1,1,1,1,1,5,1,7,2,6,6,13,2,2,8.0,7.0,7.0,8.0,-999.0,-999.0,5.0,3.0,-999.0,3,7,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,2,2,7,1,1,1,-999.0,6,7,2,2,1.0,2.0
"('80172000', '(46.99180556, -123.555)')",4.0,48,10,3.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,1,2,6,6,2,2,2,8.0,8.0,3.0,7.0,1.0,1.0,3.0,6.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,3,7,1,1,1,-999.0,4,3,2,2,8.0,1.0
"('80181000', '(46.73398889, -123.19335)')",4.0,48,18,4.0,4,2,1,3,-999.0,11,1.0,1,1,2,2,1,1,4,1,1,2,6,2,13,2,2,6.0,8.0,7.0,8.0,-999.0,-999.0,7.0,5.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,13,6,2,2,-999.0,-999.0
"('80176000', '(46.98361111, -123.5622222)')",4.0,48,10,3.0,4,2,1,3,-999.0,12,4.0,1,1,1,1,1,1,4,1,1,2,6,6,2,2,2,8.0,8.0,8.0,8.0,1.0,1.0,8.0,4.0,-999.0,6,8,7,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,3,2,1,1,1,-999.0,9,8,1,2,8.0,1.0
"('80173000', '(46.28883333, -123.439)')",4.0,48,33,4.0,4,2,1,3,-999.0,11,4.0,1,1,1,1,1,2,4,1,7,2,6,3,2,2,2,6.0,6.0,8.0,8.0,-999.0,-999.0,3.0,5.0,-999.0,1,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,4,1,1,2,2,1,1,1,-999.0,6,6,2,2,-999.0,-999.0
"('80190000', '(46.98500833, -122.3166417)')",4.0,48,25,3.0,4,2,1,3,-999.0,10,3.0,1,1,1,1,1,1,4,1,1,6,6,2,2,2,2,8.0,9.0,8.0,9.0,3.0,3.0,8.0,7.0,-999.0,6,8,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,7,1,1,1,-999.0,9,8,2,2,2.0,2.0
"('80191000', '(48.46815556, -122.2940194)')",4.0,48,27,1.0,4,2,1,3,-999.0,11,6.0,1,1,2,1,2,2,4,1,1,2,6,2,13,2,2,7.0,7.0,8.0,7.0,3.0,3.0,7.0,5.0,-999.0,6,5,9,-999.0,-999.0,-999.0,-999.0,-999.0,2,3,1,1,2,2,1,1,1,-999.0,6,7,1,2,-999.0,-999.0
